PERM,BVO,PORO
10.6848,0.1065476,0.13405075
3.0779,0.1101475,0.13625386
9.4193,0.1182459,0.14219128
2.0694,0.1033964,0.12548749
0.2469,0.0927609,0.11253847
0.1796,0.0721812,0.08897791
0.0598,0.0652007,0.07774567
0.0275,0.0767995,0.08828553
12.0988,0.1185096,0.12837872
111.7723,0.1239214,0.13353414
125.5223,0.126369,0.13465557
3.1202,0.1115254,0.11859409
3.1528,0.1098001,0.11830758
1.7739,0.1063111,0.1151131
286.3869,0.1241921,0.13394506
374.983,0.1394264,0.15022478
223.7407,0.1608322,0.1729008
297.5786,0.1687909,0.18151291
201.3376,0.1766422,0.19255448
131.1716,0.1782527,0.19605216
202.1893,0.1865615,0.20669662
24.1418,0.1941098,0.21602193
42.1083,0.2060485,0.23349821
31.7904,0.2052718,0.23966465
10.3356,0.2058485,0.24027318
10.0707,0.1942097,0.22572824
15.9417,0.1853482,0.22176207
12.5433,0.1812848,0.2188172
5.0759,0.1731019,0.20907204
1.0501,0.1592108,0.19483273
0.2509,0.1567848,0.19247153
12.4992,0.1569474,0.18983188
5.8661,0.1626834,0.19333009
11.7995,0.1653399,0.19345827
10.704,0.1692774,0.19572496
11.9136,0.1739448,0.20111645
19.856,0.1742987,0.20245018
31.2043,0.1697687,0.19790701
14.9924,0.17181,0.1989017
19.3689,0.1672968,0.1936545
16.5053,0.1787235,0.2053765
22.3156,0.1875221,0.21415032
695.8666,0.2029556,0.23039419
17.5751,0.200899,0.22846173
65.4758,0.1861448,0.21222397
50.59,0.1812765,0.20814649
34.9433,0.1797137,0.20595631
24.0834,0.1846159,0.21489028
187.4756,0.1725648,0.20246045
12.6013,0.1678019,0.19836797
39.9978,0.1748206,0.20217981
36.3331,0.1756507,0.20354498
45.3024,0.1721242,0.20198812
18.2072,0.1626696,0.19313708
10.7498,0.1480527,0.17716341
9.2857,0.1514562,0.1789319
9.1987,0.1447641,0.17186457
15.0002,0.1432816,0.17087273
11.9994,0.1291959,0.15630501
22.3995,0.1235245,0.15075033
102.0909,0.1322517,0.15804601
9.2059,0.1200824,0.14435568
8.1169,0.1161956,0.1380528
0.0508,0.1164144,0.14074336
0.0002,0.1302346,0.15629234
1.6789,0.1305088,0.15724247
3.3498,0.1285981,0.15879167
2.9795,0.1316957,0.164524
1.6533,0.134791,0.16978693
1.797,0.1395437,0.17543747
1.918,0.1457048,0.18134349
2.0502,0.1572607,0.18981511
2.1822,0.1596806,0.19287251
2.3149,0.1634842,0.1967999
2.4473,0.1639294,0.19784207
1.0011,0.1614082,0.19819565
0.9616,0.1612709,0.20085967
0.6544,0.1671086,0.2084112
29.2378,0.1706396,0.21533272
8.3706,0.1632374,0.20561429
1.26,0.1483876,0.19066748
1.3235,0.1336153,0.17639136
0.5805,0.1188548,0.16158379
7.6048,0.1308915,0.175578
1.9011,0.1429681,0.18872591
20.6014,0.1547698,0.20209638
74.5606,0.168729,0.2161848
2.0332,0.1662467,0.21286091
11.1165,0.1639959,0.20944334
8.4039,0.1613271,0.20603706
0.401,0.1621709,0.20442316
0.8006,0.1654982,0.20672819
1.4326,0.1685167,0.2090844
1.5779,0.1745,0.21546079
1.2509,0.1752825,0.21526163
1.0758,0.1573764,0.19676871
0.6006,0.1444612,0.18301628
1.3861,0.127621,0.16517988
2.899,0.1071849,0.14497512
0.3,0.0904754,0.12712331
0.1,0.0730006,0.10661887
0.1,0.0685396,0.10217106
0.1,0.0561979,0.090641
2.2594,0.0440028,0.07777979
0.1,0.0463969,0.08468138
0.1,0.0383413,0.075231
0.16,0.0455813,0.08430877
0.0801,0.0471417,0.08669344
0.3748,0.0498846,0.09324277
0.1001,0.0472057,0.09068761
0.075,0.0578924,0.10199969
0.275,0.0664477,0.11196981
0.16,0.0683898,0.11635891
0.15,0.0573034,0.10522617
0.4249,0.048474,0.09765387
0.6997,0.0615535,0.11127366
0.1,0.0652964,0.1142308
0.1,0.0470799,0.09336562
0.025,0.0327496,0.07569838
0.3199,0.0280795,0.06799416
0.025,0.0436452,0.0848934
0.1,0.0420042,0.08389356
0.1,0.027824,0.07471958
0.12,0.0628904,0.13215856
0.1671,0.0671063,0.14260091
0.1751,0.0765158,0.15867283
0.1,0.0810013,0.16935566
0.1751,0.0882419,0.18115387
0.45,0.0930526,0.18983892
0.2752,0.0939814,0.19266909
0.3399,0.093627,0.19656105
0.1,0.0836128,0.18843618
0.3,0.0777593,0.18336976
0.2168,0.0662708,0.17279538
0.1201,0.0630926,0.16988119
0.1751,0.0580104,0.16468755
0.35,0.0675256,0.17605346
0.2251,0.0671903,0.17876748
0.36,0.0821178,0.19793187
0.1,0.0899311,0.20132696
0.4667,0.0943947,0.20513406
0.3005,0.0845001,0.19500106
0.4401,0.0800559,0.19101492
0.5002,0.0762002,0.18677604
0.3201,0.0869363,0.19809898
0.7,0.0872728,0.19996649
0.2,0.0929581,0.20741337
0.2001,0.0890952,0.2023858
1.0998,0.0890152,0.2019535
0.45,0.0767534,0.18565842
0.1002,0.0629459,0.16676624
0.3999,0.06295,0.16251829
0.2335,0.0676424,0.16421763
0.12,0.0697743,0.16301612
0.4,0.0584426,0.14757964
0.4,0.0515551,0.13672458
0.1,0.0514076,0.1342913
0.3,0.054425,0.13638761
0.2,0.0546276,0.13631243
0.12,0.0543148,0.13627791
0.2,0.0475744,0.12731259
0.2,0.0595821,0.14149366
0.125,0.0626272,0.14485728
0.26,0.0790677,0.16481415
0.3002,0.0753312,0.1625413
0.1405,0.0726949,0.16051009
0.3666,0.0642757,0.15248228
0.3201,0.071342,0.16183451
0.1401,0.0702242,0.1605992
0.2499,0.0665133,0.1579905
0.2002,0.0649239,0.15820202
0.25,0.073431,0.16901869
0.1009,0.0814821,0.17999956
0.2,0.079751,0.18001439
0.2,0.0817558,0.18301017
0.3,0.088434,0.18926463
0.5,0.0920648,0.19206556
0.7,0.0879282,0.18588851
0.5001,0.0889979,0.18495875
0.5,0.0864495,0.18004003
0.2506,0.1029041,0.19381923
0.5,0.1024523,0.19059426
0.1012,0.1134743,0.20044191
0.3,0.1031965,0.19195427
0.3837,0.0936204,0.18441123
0.1601,0.0809904,0.17473101
0.6,0.0716134,0.16646981
0.4499,0.0644814,0.16160423
0.2,0.0583044,0.15600536
0.1,0.0544172,0.15292813
0.3999,0.0483179,0.14565595
0.1,0.0390704,0.13215092
0.26,0.0316482,0.1201657
0.1,0.0354523,0.12347984
0.275,0.0366143,0.12403416
0.2,0.0357598,0.12148701
0.2,0.0404476,0.12759755
0.2,0.0542179,0.14351729
2.718,0.0641642,0.15522844
1.8218,0.0754619,0.16841687
0.2499,0.0664314,0.16094973
0.4001,0.06428,0.15981084
0.125,0.0576377,0.15362015
0.24,0.062609,0.15936696
0.4602,0.0587688,0.15512236
0.5398,0.0601781,0.1564132
0.1669,0.0645311,0.15923601
0.2,0.0718371,0.16203653
0.1,0.0770985,0.15971342
0.3805,0.0783256,0.15068892
0.2767,0.083945,0.15190451
0.15,0.0909944,0.15407024
0.16,0.0964288,0.15226492
0.14,0.0927104,0.14185959
0.2799,0.0723476,0.11691023
0.45,0.0698627,0.10881865
0.25,0.0689801,0.10636593
0.2249,0.0612623,0.09883574
0.14,0.0531406,0.08863153
0.18,0.0337569,0.06375865
0.3,0.0285694,0.05651211
0.4,0.0232738,0.05056089
0.2002,0.0599883,0.0900751
0.35,0.0851613,0.11965265
2.0588,0.1022092,0.13714817
2.3406,0.1125418,0.14803266
2.4195,0.1174233,0.15243496
6.2084,0.1329418,0.16910793
9.2394,0.1406396,0.17670287
10.9994,0.1327261,0.16826543
39.7978,0.1352357,0.16874933
12.4995,0.122733,0.15560973
121.8919,0.1306318,0.16325282
2.8998,0.1188536,0.15199266
4.1005,0.1134514,0.14675632
25.5992,0.1145941,0.14868884
17.8504,0.131661,0.17135472
48.5306,0.1537236,0.1965424
70.1031,0.1577837,0.20469116
45.3104,0.1612281,0.21141979
50.9514,0.1638727,0.21606259
73.6372,0.1783157,0.22980804
40.8986,0.1743489,0.22592763
39.4964,0.1805703,0.23230918
26.4996,0.1779663,0.2297404
32.0001,0.1791374,0.2276538
18.0998,0.1685535,0.21582493
40.9994,0.1494558,0.19733406
28.7835,0.1499998,0.20014782
20.1998,0.1380031,0.18912073
106.4151,0.1535456,0.20580374
40.8686,0.1511389,0.20311834
19.1979,0.1535263,0.2054145
10.701,0.138522,0.18949497
9.5537,0.134095,0.18327273
7.5605,0.1297501,0.17852509
11.8499,0.1407591,0.18721674
20.7492,0.1419778,0.18718381
11.8055,0.1558828,0.19985207
14.4807,0.1607988,0.20239565
22.9986,0.1648692,0.20965826
10.6313,0.1658109,0.2095941
19.5701,0.1754896,0.21988517
60.9979,0.1846839,0.22430473
49.5058,0.1888922,0.2278913
45.2629,0.1807145,0.21810761
57.3969,0.1617972,0.19678891
26.4991,0.1530292,0.18874952
43.2543,0.1618159,0.20213112
109.7968,0.1632609,0.21010266
118.9853,0.1603467,0.21923847
23.5745,0.1432091,0.20541827
70.8221,0.1362806,0.19823646
35.2975,0.1204445,0.18006297
47.0974,0.1121122,0.17213958
45.2384,0.1170791,0.18003003
68.4346,0.1269762,0.19655711
0.1006,0.1459712,0.21673259
28.7985,0.1519021,0.22184362
9.5497,0.1404094,0.21039101
5.5672,0.1355413,0.2046126
5.1524,0.1489941,0.21717646
7.4672,0.1515327,0.22292736
62.9731,0.1601048,0.2329583
7.9994,0.1631722,0.23610841
5.782,0.1730607,0.24522596
10.9254,0.1621933,0.23437254
10.5947,0.1496079,0.22127075
8.6497,0.1246112,0.19560843
10.0037,0.1187126,0.18876584
12.3707,0.1267375,0.19614652
3.7416,0.1275758,0.19931897
3.4747,0.1201299,0.19329827
1.7512,0.1093868,0.18083083
1.1203,0.1131132,0.18234344
1.1814,0.1099799,0.17795888
1.3025,0.1179692,0.18388248
0.3402,0.114095,0.17986358
0.7406,0.1242505,0.19179389
0.6015,0.120413,0.191481
0.8005,0.1200815,0.19476566
3.303,0.1109487,0.18698301
6.3359,0.1158379,0.19096858
7.0007,0.1128763,0.18498499
11.9995,0.1176785,0.18877696
6.0971,0.1256466,0.19634963
21.0916,0.1510508,0.22164394
17.3023,0.1650286,0.21862171
33.8486,0.1726655,0.22518652
29.8996,0.1764004,0.22648763
24.3996,0.1750736,0.23271348
41.9499,0.1768646,0.23669371
44.9532,0.1764233,0.24461882
37.1605,0.1634908,0.23385102
35.9987,0.1169507,0.19905529
25.0492,0.1087408,0.19810316
6.0055,0.0997405,0.1994453
1.0402,0.0867772,0.19135882
0.6201,0.0872925,0.19606982
0.5001,0.0920277,0.1996399
0.45,0.1031339,0.20962404
0.7,0.0920059,0.19943497
0.8748,0.086072,0.19156177
0.62,0.0796741,0.1832202
0.7221,0.083368,0.18147224
0.6,0.0846797,0.17550081
0.4801,0.0801227,0.16440157
0.5199,0.0691571,0.16088343
0.8249,0.0574867,0.15880172
0.1002,0.0634481,0.17005432
0.4,0.0746976,0.18626423
10.2871,0.0820394,0.20002196
29.407,0.0770705,0.20187404
11.9377,0.071597,0.19906714
11.742,0.0819019,0.20856135
7.7996,0.0786058,0.19762247
0.4249,0.0525273,0.15706263
0.8199,0.007577,0.10590491
1.1,0.0,0.09527088
0.3,0.0159797,0.11239296
0.2402,0.0440881,0.13466184
0.5996,0.0609704,0.15444465
0.6252,0.0696938,0.15467635
4.9994,0.0731537,0.15837391
0.9,0.0675664,0.14335487
1.7808,0.0705594,0.13874034
3.9995,0.080057,0.14234119
1.5012,0.1107614,0.17052175
22.0007,0.1341535,0.18976545
35.3669,0.1724359,0.2231464
29.7423,0.1760943,0.23049166
9.7759,0.1726242,0.22687223
17.9297,0.1655445,0.22408729
51.2244,0.1609353,0.22149139
55.764,0.1287221,0.20148512
63.6589,0.1065024,0.18395139
48.0843,0.0854154,0.16803883
12.6471,0.0655588,0.15207312
3.2994,0.0665746,0.16148322
0.8795,0.066796,0.16817601
3.3184,0.0729344,0.17990946
2.3213,0.0649742,0.17587662
0.4428,0.0773428,0.19338261
0.2505,0.0740586,0.19414329
0.3033,0.066074,0.18860488
1.0,0.0539487,0.17487093
0.6667,0.0575506,0.17675418
0.9603,0.0706757,0.18659737
0.62,0.0697129,0.18263176
0.56,0.0726673,0.18469996
0.8999,0.0678199,0.17887496
16.797,0.0829912,0.19538613
3.6994,0.0937061,0.20918868
13.7996,0.0941127,0.21046309
0.8,0.0697703,0.17750174
1.1667,0.050985,0.1559304
0.2502,0.0476005,0.15238028
0.26,0.0492332,0.15517776
0.14,0.0591571,0.16716219
0.26,0.0655167,0.17357089
0.5399,0.0671995,0.17410305
0.5002,0.0725574,0.17728731
17.8659,0.0760356,0.17793116
5.0509,0.0840325,0.18802777
1.7206,0.0904194,0.19964334
0.92,0.0829035,0.19967481
0.5002,0.0577872,0.17677093
1.7245,0.0387374,0.16057323
9.8997,0.0447571,0.16894394
160.1572,0.0661442,0.19183185
142.5814,0.0808418,0.20872347
2.2994,0.0661068,0.19420565
1.8999,0.0388821,0.16658899
1.0507,0.0216121,0.14514728
0.1,0.0220678,0.14111229
0.175,0.0373074,0.15286879
0.28,0.0456148,0.15852646
0.3,0.054922,0.16761735
0.4,0.0445113,0.15650168
0.3801,0.0417353,0.15469712
0.45,0.0488148,0.16422817
0.3253,0.0743744,0.19179576
0.7,0.1078975,0.22199096
1.5746,0.1081634,0.22384294
0.55,0.0905476,0.21144689
0.952,0.0830235,0.20281964
1.1,0.0620828,0.18365332
1.1,0.069308,0.1868422
0.8,0.0706812,0.18544223
0.6667,0.0723366,0.18424661
0.4752,0.0514161,0.16148119
0.5,0.0303335,0.13362889
0.275,0.0235933,0.12270549
0.1333,0.0257196,0.12401075
0.2,0.0336605,0.13336466
0.1,0.0370683,0.13901477
0.1,0.0484081,0.15611676
0.1,0.0600597,0.172974
1.5034,0.0665605,0.18412491
1.9274,0.0601648,0.18052556
0.8003,0.0539227,0.17904309
0.9996,0.052498,0.18098678
0.36,0.0415254,0.1724995
0.4,0.0376421,0.17022148
0.2001,0.0266267,0.16096013
0.5,0.0244365,0.16156672
0.1,0.0255895,0.16585646
0.6249,0.0313097,0.17449136
0.1,0.0387739,0.18300728
0.5801,0.043158,0.18559986
0.3667,0.0354485,0.17564412
0.3398,0.0353229,0.1703376
0.2751,0.0378787,0.16317653
0.36,0.0393558,0.15580526
0.1601,0.0232471,0.12932754
1.0,0.0095748,0.1053163
0.5498,0.0053072,0.09601007
0.15,0.0141783,0.10567323
0.275,0.0113853,0.10154837
0.1,0.0133305,0.11314089
0.1,0.0170128,0.13012593
0.1,0.0284887,0.15065501
0.2,0.034764,0.15792702
0.2001,0.0426017,0.17266953
0.18,0.0545804,0.1916939
0.1,0.065799,0.20691135
0.3,0.0564725,0.20281299
8.0581,0.0420738,0.19065126
1.14,0.0294196,0.18017091
1.3,0.0220083,0.17108854
1.0798,0.0280808,0.17481889
0.4202,0.0270863,0.16829943
1.0798,0.0236421,0.1599079
0.4253,0.0096868,0.1405249
0.8,0.0073891,0.1342131
0.425,0.0079685,0.12967438
0.3,0.0196813,0.13970271
0.22,0.020894,0.138467
0.3589,0.0290202,0.15270975
0.2505,0.0163824,0.14226023
0.1793,0.0217572,0.15936626
0.2403,0.0224197,0.16955245
0.5936,0.0386498,0.19878155
0.48,0.0311574,0.19457221
0.7099,0.0221868,0.19164724
1.1962,0.0154353,0.18601441
1.1907,0.0177498,0.19320506
1.0446,0.0209208,0.19634342
1.0661,0.0234491,0.19302151
0.9776,0.026727,0.18917622
0.5237,0.0239287,0.18215779
0.6796,0.0183989,0.17158539
0.8506,0.0205718,0.17280068
0.5431,0.0265842,0.18078872
2.9202,0.0502878,0.21641178
2.9215,0.0517454,0.21454171
1.2262,0.0573024,0.2186646
0.816,0.052657,0.21513714
0.6017,0.0455689,0.21446316
0.3107,0.0391866,0.21092421
1.0937,0.0230096,0.19612214
0.7522,0.0271413,0.20161137
3.4407,0.0303562,0.2041765
3.6269,0.0313013,0.20681475
3.4649,0.0254313,0.20050662
0.9173,0.0142018,0.19330078
0.7829,0.0206547,0.19974776
3.4664,0.0271062,0.20546031
0.7816,0.0201411,0.19955925
0.687,0.0081026,0.18641426
0.6816,0.0165141,0.19837382
0.6544,0.0292554,0.20973949
0.5272,0.0324212,0.2054146
0.363,0.0368308,0.20014408
0.598,0.0491438,0.2028749
1.6459,0.0585247,0.2052367
40.8131,0.0617223,0.19831022
0.2672,0.0381166,0.16456415
0.2158,0.022786,0.13791504
0.2047,0.0028049,0.10112116
0.6119,0.0088487,0.10989212
0.6096,0.0082055,0.10866496
0.5111,0.0109038,0.11745998
0.1902,0.014746,0.12838647
0.247,0.0212704,0.14330424
0.1808,0.0195931,0.14795727
0.9053,0.021489,0.15691909
0.2512,0.0143327,0.15305586
0.8721,0.0205897,0.16532418
0.3987,0.0261589,0.1750163
0.6505,0.0311336,0.17916548
0.8611,0.0199508,0.1660331
0.253,0.0145768,0.15491117
0.3048,0.0123953,0.14669012
0.2551,0.0280835,0.16158512
4.5992,0.04273,0.16981803
0.5172,0.0579551,0.17618379
19.5835,0.0657477,0.17476213
0.3733,0.0458019,0.14526226
0.1808,0.0306632,0.12119713
0.455,0.0174728,0.10023629
0.1677,0.017985,0.10052327
0.4886,0.0156028,0.09739993
0.1856,0.0184432,0.10801195
0.1864,0.0302124,0.12372696
0.3555,0.0483089,0.15090011
0.4027,0.0532305,0.16221674
0.761,0.0555445,0.17037127
0.3384,0.042119,0.16203238
0.2401,0.0345938,0.15722728
0.2117,0.02457,0.14686924
0.1661,0.0230325,0.14419771
0.2533,0.0217816,0.13978476
0.2231,0.033808,0.15187879
3.6895,0.0439925,0.15900324
2.8191,0.0501054,0.16285783
0.2761,0.0384779,0.14831557
0.1576,0.0243948,0.13010055
0.2295,0.0137154,0.11440546
0.2368,0.0174534,0.11602284
0.2771,0.0277383,0.12904213
0.1772,0.0286408,0.13050749
0.3066,0.0295486,0.13308684
0.1803,0.0237232,0.1268017
0.1896,0.0211715,0.12384266
0.2841,0.0279758,0.13127898
0.2235,0.0313505,0.13095921
0.2483,0.0319366,0.12557746
0.4461,0.0213255,0.10442392
0.1121,0.0265601,0.10966537
0.037,0.0234403,0.09557769
0.021,0.0213446,0.08386881
0.1168,0.0217558,0.0473699
0.279,0.0248594,0.05577518
0.3514,0.0227899,0.05219352
0.1281,0.0247441,0.04585926
0.2718,0.0235396,0.05575705
0.1043,0.0227486,0.06527623
0.0565,0.0268911,0.07987908
0.038,0.0238149,0.08391657
0.0179,0.019115,0.07794072
0.0363,0.0230136,0.08331615
0.2349,0.0215208,0.07356326
0.2367,0.0217346,0.07500453
0.0348,0.0224118,0.0875965
0.0371,0.0320032,0.10042655
0.1121,0.0178979,0.07062173
0.062,0.0230147,0.0791042
0.0267,0.0223029,0.0787482
0.0337,0.0282091,0.08537284
0.0564,0.0269046,0.07976367
0.0387,0.0309932,0.0830231
